Candidate,County Name,Mode,Office,Party,State,State Po,Version,Year,Candidatevotes,County Fips,Totalvotes
DONALD J TRUMP,ALLEGHENY,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,282324,42003,719733
DONALD J TRUMP,ARMSTRONG,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,27489,42005,36370
DONALD J TRUMP,BEAVER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,54759,42007,94122
DONALD J TRUMP,BEDFORD,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,23025,42009,27574
DONALD J TRUMP,BERKS,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,109736,42011,205540
DONALD J TRUMP,BLAIR,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,45306,42013,63595
DONALD J TRUMP,BRADFORD,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,21600,42015,30159
DONALD J TRUMP,BUCKS,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,187367,42017,396234
DONALD J TRUMP,BUTLER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,74359,42019,113305
DONALD J TRUMP,CAMBRIA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,48085,42021,70574
DONALD J TRUMP,CAMERON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,1771,42023,2434
DONALD J TRUMP,CARBON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,21984,42025,33629
DONALD J TRUMP,CENTRE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,36372,42027,77493
DONALD J TRUMP,CHESTER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,128565,42029,314502
DONALD J TRUMP,CLARION,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,14578,42031,19493
DONALD J TRUMP,CLEARFIELD,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,29203,42033,39422
DONALD J TRUMP,CLINTON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,11902,42035,17625
DONALD J TRUMP,COLUMBIA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,20098,42037,31171
DONALD J TRUMP,CRAWFORD,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,28559,42039,42004
DONALD J TRUMP,CUMBERLAND,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,77212,42041,141595
DONALD J TRUMP,DAUPHIN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,66408,42043,147368
DONALD J TRUMP,DELAWARE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,118532,42045,327931
DONALD J TRUMP,ELK,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,12140,42047,16906
DONALD J TRUMP,ERIE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,66869,42049,137083
DONALD J TRUMP,FAYETTE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,41227,42051,62139
DONALD J TRUMP,FOREST,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,1882,42053,2646
DONALD J TRUMP,FRANKLIN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,57245,42055,80783
DONALD J TRUMP,FULTON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,6824,42057,7977
DONALD J TRUMP,GREENE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,12579,42059,17669
DONALD J TRUMP,HUNTINGDON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,17061,42061,22792
DONALD J TRUMP,INDIANA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,28089,42063,41198
DONALD J TRUMP,JEFFERSON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,17960,42065,22824
DONALD J TRUMP,JUNIATA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,9649,42067,12043
DONALD J TRUMP,LACKAWANNA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,52334,42069,115410
DONALD J TRUMP,LANCASTER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,160209,42071,280239
DONALD J TRUMP,LAWRENCE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,29597,42073,46076
DONALD J TRUMP,LEBANON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,46731,42075,71652
DONALD J TRUMP,LEHIGH,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,84259,42077,184713
DONALD J TRUMP,LUZERNE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,86929,42079,153321
DONALD J TRUMP,LYCOMING,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,41462,42081,59254
DONALD J TRUMP,MCKEAN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,14083,42083,19466
DONALD J TRUMP,MERCER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,36143,42085,57954
DONALD J TRUMP,MIFFLIN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,16670,42087,21502
DONALD J TRUMP,MONROE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,38726,42089,83829
DONALD J TRUMP,MONTGOMERY,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,185460,42091,510157
DONALD J TRUMP,MONTOUR,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,5844,42093,9771
DONALD J TRUMP,NORTHAMPTON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,83854,42095,170942
DONALD J TRUMP,NORTHUMBERLAND,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,28952,42097,42283
DONALD J TRUMP,PERRY,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,18293,42099,24652
DONALD J TRUMP,PHILADELPHIA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,132740,42101,741377
DONALD J TRUMP,PIKE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,19213,42103,32554
DONALD J TRUMP,POTTER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,7239,42105,9064
DONALD J TRUMP,SCHUYLKILL,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,48871,42107,70603
DONALD J TRUMP,SNYDER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,13983,42109,19140
DONALD J TRUMP,SOMERSET,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,31466,42111,40543
DONALD J TRUMP,SULLIVAN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,2619,42113,3595
DONALD J TRUMP,SUSQUEHANNA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,15207,42115,21752
DONALD J TRUMP,TIOGA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,15742,42117,21075
DONALD J TRUMP,UNION,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,12356,42119,20115
DONALD J TRUMP,VENANGO,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,18569,42121,26528
DONALD J TRUMP,WARREN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,14237,42123,20650
DONALD J TRUMP,WASHINGTON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,72080,42125,118478
DONALD J TRUMP,WAYNE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,18637,42127,28089
DONALD J TRUMP,WESTMORELAND,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,130218,42129,204697
DONALD J TRUMP,WYOMING,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,9936,42131,14858
DONALD J TRUMP,YORK,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,6,146733,42133,238471
